pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0283,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Derail Valley,"어드벤처, 인디, 시뮬레이션, 앞서 해보기",Drive massive trains and build your career in a vast open railway network. For both PC and VR.,,,
B0284,A08,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠",CAR TUNE: Project,"인디, 레이싱, 시뮬레이션, 앞서 해보기","CAR TUNE: Project is a detailed car tuning simulator where every bolt, screw, and gear matters. Build your dream machine, fine-tune every parameter, and test it on the track.",,,
B0285,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",Mini Settlers,"인디, 시뮬레이션, 전략","Mini Settlers는 미니멀리스트 도시 건설 게임입니다! 섬에 정착하고, 도시를 건설하고, 효율적인 물류 네트워크를 디자인해서 건물들에 필요한 사항을 지원하고, 인구를 증가시켜 새로운 세계로 진출하세요.",,,
B0286,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",One Lonely Outpost,"인디, RPG, 시뮬레이션","외계 세계에 생명을 불어넣기 위해서는 때로 농부의 손길이 필요합니다. 이 공상 과학, 식민지 개척 시뮬레이션 게임에서 황량한 세계를 테라포밍해보세요. 탐험하고, 농사하고, 건설하면서 이 새롭고 낯선 행성의 수수께끼를 조금씩 밝혀나가고, 황무지를 녹음이 우거진 곳으로 탈바꿈시키세요.",,,
B0287,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Loddlenaut,"어드벤처, 캐주얼, 인디",우주 해양 관리자가 되어 오염된 해양 행성을 청소하세요. 생동감 넘치는 바닷속을 탐험하며 쓰레기를 줍고 외계 생명체를 보살피세요!,,,
B0288,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",The Witcher Adventure Game,"어드벤처, 전략",'더 위쳐 어드벤처 게임'은 괴물 사냥꾼인 리비아의 게롤트의 잔혹한 판타지 세계를 바탕으로 펼쳐지는 CD프로젝트레드의 보드게임을 디지털로 구현한 것입니다. 잔혹하면서도 아름다운 세계를 돌아다니며 위험천만한 야수들을 사냥하고 고대 미스터리를 푸는 등 다양한 퀘스트를 완수하세요.,,,
B0289,A07,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Center Station Simulator,"인디, 시뮬레이션, 앞서 해보기","무한한 지하실에서 채굴하고, 농사를 짓고, 부품을 생산하고, 다양한 기계를 제작하세요. 자동화 덕분에 원시적인 작업은 잊으세요! 그리고 고객에게 제품을 판매하세요! 주차장, 주유소를 건설하세요...",,,
B0290,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Uncharted Ocean,"액션, 어드벤처, 캐주얼, 인디, RPG, 시뮬레이션, 전략","This is a world of oceans, islands and ships. Players will start their own journey from Faro, facing an impermanent ocean and awkward opponents, and gradually build a strong fleet with wisdom and luck. The chaotic seas and tempting treasures, under the guidance of the banner, work hard for survival！",,,
B0291,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",SPORE™ Galactic Adventures,"액션, 시뮬레이션","생물을 무에서 은하계 영웅으로 탈바꿈시키세요우주선에서 내려 Spore 생물들을 전설적인 우주 캡틴으로 만드세요. 처음으로 동료들과 공간 이동을 하고 액션으로 가득한 행성 모험에 도전하세요. 퀘스트를 완료하고, 보상을 수집하고, 나만의 임무를 만드세요.플레이 은하계 곳곳의 행성을 탐험하고 Maxis가 만든 다양한 임무를 플레이하세요!레벨 업 우주 캡틴의 레벨을 올리고 30가지가 넘는 강력한 새 액세서리를 획득하세요!창조 새로운 Adventure Creator로 나만의 임무를 만드세요!",,,
B0292,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Zombieville USA 3D,"액션, 인디","Zombieville USA 3D is a stylized arcade shooter combining retro gameplay with strikingly polished visuals. Fight through an endless undead horde in the bleak hellscape of suburbia! Choose your weapons, grab a friend, and see how long you can survive.",,,
B0293,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Green Project,"인디, 시뮬레이션","Post apocalyptic survival farming, green the world to survive !",,,
B0294,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",DayZ,"액션, 어드벤처, 대규모 멀티플레이어","대종말 이후의 세계에서 당신은 과연 얼마나 버틸 수 있을까요? 감염된 ‘좀비’들이 세상을 장악한 땅에서, 제한된 자원을 두고 다른 생존자와 경쟁해야 합니다. 낯선 이들과 손을 잡고 함께 살아남으시겠습니까? 아니면 배신을 피하기 위해 고독한 늑대가 되시겠습니까? 이것이 바로 DayZ, 곧 당신의 이야기입니다.",,,
B0295,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",KINGDOM HEARTS III + Re Mind (DLC),"액션, 어드벤처, RPG","첫 번째 작품부터 이어진 “다크 시커”편의 완결을 그린 시리즈 최신작. 본 작품에서는 픽사 등의 새로운 세계관이 더해져 더욱 방대한 세계관으로 발전했다. 또한, 본 작품의 클라이맥스에서 벌어지고 있던 또 하나의 이야기 『Re Mind』도 함께 즐길 수 있다.",,,
B0296,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Call of Duty®: Black Ops,액션,The biggest first-person action series of all time and the follow-up to critically acclaimed Call of Duty®: Modern Warfare 2 returns with Call of Duty®: Black Ops.,,,
B0297,A21,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략",SpaceBourne 2,"액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략","Embark on a journey to greatness. Get ready for adrenaline-fueled battles and a chance to claim your place in the galaxy. Grab the controls of your ship, gear up for the fight, and unleash your ambition to conquer and build a new empire in the vastness of space.",,,
B0298,A12,Euro Truck Simulator 2 / 아세토 코르사 Assetto Corsa / Left 4 Dead 2,"인디, 시뮬레이션 / 인디, 레이싱, 시뮬레이션, 스포츠 / 액션",Scania Truck Driving Simulator,"인디, 시뮬레이션","Get behind the wheel of one of the most iconic trucks on the road with this highly detailed Scania R-series truck simulation by SCS Software, developers of Euro Truck Simulator 2.",,,
B0299,A02,Sid Meier’s Civilization® VI / XCOM® 2 / Stellaris,"전략 / 전략 / 시뮬레이션, 전략",StarsOne,"액션, 인디, 대규모 멀티플레이어","You’ll see an unexplored world full of dangers, mysteries and adventures. You will explore randomly generated planets, develop industry, conduct trade, plant colonies, explore outer space.",,,
B0300,A16,DARK SOULS™ III / The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition,액션 / RPG / RPG,The World is Your Weapon,"액션, 인디, RPG","우물, 함정, 집, 마을 사람, 괴물 (!?), 당신 주변의 어떤 것도 무기가 될 수 있습니다! 전에 보지 못했던 액션 RPG입니다. 게임에서 볼 수있는 모든 무기로 싸울 수 있습니다. 300 종류가 넘는 무기가 있습니다. 무기 갤러리를 완성하는 것입니다!",,,
B0301,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Brawlhalla,"액션, 인디, 무료 플레이","An epic platform fighter for up to 8 players online or local. Try casual free-for-alls, ranked matches, or invite friends to a private room. And it's free! Play cross-platform with millions of players on PlayStation, Xbox, Nintendo Switch, iOS, Android & Steam! Frequent updates. Over sixty Legends.",,,
B0302,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Isoland,"어드벤처, 인디","The objective of the game is to explore a small island in the Atlantic Ocean, and uncover its secrets",,,
B0303,A03,Salt and Sanctuary,"액션, 인디, RPG",Force of Nature 2: Ghost Keeper,"액션, 어드벤처, 인디, RPG, 전략","Force of Nature 2: Ghost Keeper offers incredible adventures full of mystery, danger, exploration and magic. This game combines the genres of Survival, Sandbox, Action, Adventure, RPG, Strategy and Resource Management",,,
B0304,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Making History II: The War of the World,"인디, 시뮬레이션, 전략",What if Germany won the Battle of Britain? What if Moscow fell in 1942?You’re in charge. Anything can happen and history will never repeat itself in this classic WWII grand strategy game MAKING HISTORY II: The War of the World. Are you ready to battle for global dominance?,,,
B0305,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Dirty Bomb®,"액션, 무료 플레이","함께 싸우느냐, 홀로 죽느냐! 사상 최강의 경쟁적인 팀 기반 슈팅 게임에서 런던의 수호자가 되거나 파괴자가 되어보세요.",,,
B0306,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",LOST EMBER,"액션, 어드벤처, 인디","매력적인 관점으로 무너진 세상의 모습을 탐험하세요! 여러 가지 다른 동물들로 스르륵 빙의하여 고대 세상의 운명을 파헤쳐 보세요. 깊은 물 속으로 잠수하고, 아주 높은 곳을 날아다니고, 두더지로 땅을 파고 들어가거나 산양으로 가파른 절벽을 올라가세요. 돌아다니는 방법은 많습니다.",,,
B0307,A24,Stardew Valley / Slime Rancher / Raft,"인디, RPG, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션 / 어드벤처, 인디, 시뮬레이션",Boat Together,"액션, 어드벤처, 캐주얼, 인디, 레이싱, 시뮬레이션, 스포츠","Hop on kayaks and boats for a fun adventure with up to 8 friends! Work together to paddle through cool waters, overcome obstacles and bosses, and reach new islands. If the legend is true, a hidden treasure awaits on the final island. Can you make it without sinking?",,,
B0308,A10,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Hide and Seek,"액션, 캐주얼, 인디, 대규모 멀티플레이어, RPG","It is a very funny, fast and easy game which can be played by adults as well as children. This game has two teams that try to prevent each other from winning.",,,
B0309,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",The Light Remake,"어드벤처, 인디, 시뮬레이션","There is only you, the abandoned remains of a former life and the flourishing nature that feels great in the absence of man. This world is both gloomy and empty, but so incredibly beautiful.",,,
B0310,A18,Project Zomboid / Don't Starve / The Forest,"인디, RPG, 시뮬레이션, 앞서 해보기 / 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, 시뮬레이션",ZED ZONE,"액션, 인디, RPG, 시뮬레이션, 앞서 해보기","A great catastrophe has come, and you, who are on duty, crash and trapped in a Zed Zone. There are zombies and monsters everywhere, In order to escape, by collecting materials, upgrading skills, building shelters, defeating zombie waves and mysterious mechs, chasing a glimmer of hope.",,,
B0311,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Farm Together 2,"캐주얼, 인디, 시뮬레이션",아늑하고 편안한 농장 체험을 위해 오랫동안 기다려온 속편에서 혼자서 농장을 키우거나 친구들과 함께해 보세요!,,,
B0312,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe (2009),,"퍼블리셔 업데이트 - 이 페이지는 2009년에 출시된 The Elder Scrolls IV: Oblivion Game of the Year Deluxe Edition(PC)의 제품 페이지입니다.---The Elder Scrolls IV: Oblivion® Game of the Year Edition은 전에 없던 최고의 RPG를 선사합니다. 정교하고 생동감 넘치는 게임 세상에 한 발자국 들어가 보십시오. 자유로운 게임플레이와 전에는 볼 수 없었던 그래픽과 더불어, 메인 퀘스트를 자신의 힘으로 풀어 나가거나 방대한 게임 세상을 탐험하며",,,
B0313,A03,Salt and Sanctuary,"액션, 인디, RPG",Dead District: Survival,"액션, 어드벤처, 인디, 대규모 멀티플레이어, 시뮬레이션","오픈 월드 생존 샌드박스. 기지 건설, 제작, 농사, 멀티플레이 지원. 위험한 섬을 탐험하고, 싸우고, 구축하고, 살아남으세요.",,,
B0314,A23,The Witcher 3: Wild Hunt / The Elder Scrolls V: Skyrim Special Edition / BeamNG.drive,"RPG / RPG / 레이싱, 시뮬레이션, 앞서 해보기",Scoot,"캐주얼, 인디, 시뮬레이션, 스포츠, 앞서 해보기","Scoot is an open world scooter riding game. Enter this physics based game and perform over 40 different tricks, customise your scooter and rider, build your dream park, film clips, or play online with friends!",,,
